"Notes"	"Cause of death"	"Cause of death Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Other viral infections of unspecified site"	"B34.8"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	21	10211937	0.2
	"Other viral infections of unspecified site"	"B34.8"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	46	10053779	0.5
	"Other viral infections of unspecified site"	"B34.8"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	41	10005715	0.4
	"Other viral infections of unspecified site"	"B34.8"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	43	9946279	0.4
	"Other viral infections of unspecified site"	"B34.8"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	10	9587365	Unreliable
	"Other viral infections of unspecified site"	"B34.8"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	26	9637462	0.3
	"Other viral infections of unspecified site"	"B34.8"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	26	9488430	0.3
	"Other viral infections of unspecified site"	"B34.8"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	37	9447846	0.4
	"Other viral infections of unspecified site"	"B34.8"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	32	9390497	0.3
	"Viral infection, unspecified"	"B34.9"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	16	10053779	Unreliable
	"Viral infection, unspecified"	"B34.9"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	12	10005715	Unreliable
	"Viral infection, unspecified"	"B34.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	36	9946279	0.4
	"Viral infection, unspecified"	"B34.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	30	9390497	0.3
	"Candidal septicaemia"	"B37.7"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	10	9488430	Unreliable
	"Candidal septicaemia"	"B37.7"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	10	9447846	Unreliable
	"Unspecified mycosis"	"B49"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	11	10157924	Unreliable
	"Unspecified mycosis"	"B49"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	16	10211937	Unreliable
	"Unspecified mycosis"	"B49"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	17	10005715	Unreliable
	"Unspecified mycosis"	"B49"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	26	9946279	0.3
	"Unspecified mycosis"	"B49"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	10	9587365	Unreliable
	"Unspecified mycosis"	"B49"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	15	9488430	Unreliable
	"Unspecified mycosis"	"B49"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	16	9447846	Unreliable
	"Unspecified mycosis"	"B49"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	29	9390497	0.3
	"Pneumocystosis"	"B59"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	10	9637462	Unreliable
	"Pneumocystosis"	"B59"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	10	9390497	Unreliable
	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	28	10157924	0.3
	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	21	10053779	0.2
	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	13	10005715	Unreliable
	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	17	9946279	Unreliable
	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	16	9587365	Unreliable
	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	14	9488430	Unreliable
	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	15	9390497	Unreliable
	"Other and unspecified infectious diseases"	"B99"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	16	10157924	Unreliable
	"Other and unspecified infectious diseases"	"B99"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	19	10211937	Unreliable
	"Other and unspecified infectious diseases"	"B99"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	30	10053779	0.3
	"Other and unspecified infectious diseases"	"B99"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	33	10005715	0.3
	"Other and unspecified infectious diseases"	"B99"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	34	9946279	0.3
	"Other and unspecified infectious diseases"	"B99"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	25	9488430	0.3
	"Other and unspecified infectious diseases"	"B99"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	30	9447846	0.3
	"Other and unspecified infectious diseases"	"B99"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	28	9390497	0.3
	"Malignant neoplasm of base of tongue"	"C01"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	11	9390497	Unreliable
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	46	10157924	0.5
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	45	10211937	0.4
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	54	10053779	0.5
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	40	10005715	0.4
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	51	9946279	0.5
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	82	9587365	0.9
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	82	9637462	0.9
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	78	9488430	0.8
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	95	9447846	1.0
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	85	9390497	0.9
	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	22	10157924	0.2
	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	24	10211937	0.2
	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	22	10053779	0.2
	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	21	10005715	0.2
	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	25	9946279	0.3
	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	32	9587365	0.3
	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	33	9637462	0.3
	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	37	9488430	0.4
	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	48	9447846	0.5
	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	45	9390497	0.5
	"Malignant neoplasm of parotid gland"	"C07"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	20	10157924	0.2
	"Malignant neoplasm of parotid gland"	"C07"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	14	10211937	Unreliable
	"Malignant neoplasm of parotid gland"	"C07"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	11	10005715	Unreliable
	"Malignant neoplasm of parotid gland"	"C07"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	11	9946279	Unreliable
	"Malignant neoplasm of parotid gland"	"C07"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	22	9587365	0.2
	"Malignant neoplasm of parotid gland"	"C07"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	26	9637462	0.3
	"Malignant neoplasm of parotid gland"	"C07"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	19	9488430	Unreliable
	"Malignant neoplasm of parotid gland"	"C07"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	20	9447846	0.2
	"Malignant neoplasm of parotid gland"	"C07"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	18	9390497	Unreliable
	"Major salivary gland, unspecified - Malignant neoplasms"	"C08.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	14	9946279	Unreliable
	"Major salivary gland, unspecified - Malignant neoplasms"	"C08.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	10	9637462	Unreliable
	"Major salivary gland, unspecified - Malignant neoplasms"	"C08.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	13	9390497	Unreliable
	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	11	9946279	Unreliable
	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	37	9587365	0.4
	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	42	9637462	0.4
	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	42	9488430	0.4
	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	32	9447846	0.3
	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	39	9390497	0.4
	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	15	10157924	Unreliable
	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	13	10211937	Unreliable
	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	20	10053779	0.2
	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	24	10005715	0.2
	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	21	9946279	0.2
	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	53	9587365	0.6
	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	56	9637462	0.6
	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	52	9488430	0.5
	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	53	9447846	0.6
	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	54	9390497	0.6
	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	14	10157924	Unreliable
	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	18	10211937	Unreliable
	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	13	10053779	Unreliable
	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	14	9946279	Unreliable
	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	40	9587365	0.4
	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	37	9637462	0.4
	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	40	9488430	0.4
	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	37	9447846	0.4
	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	33	9390497	0.4
	"Hypopharynx, unspecified - Malignant neoplasms"	"C13.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	18	9587365	Unreliable
	"Hypopharynx, unspecified - Malignant neoplasms"	"C13.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	18	9637462	Unreliable
	"Hypopharynx, unspecified - Malignant neoplasms"	"C13.9"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	14	9488430	Unreliable
	"Hypopharynx, unspecified - Malignant neoplasms"	"C13.9"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	22	9447846	0.2
	"Hypopharynx, unspecified - Malignant neoplasms"	"C13.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	11	9390497	Unreliable
	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	22	10157924	0.2
	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	19	10211937	Unreliable
	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	17	10053779	Unreliable
	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	20	10005715	0.2
	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	17	9946279	Unreliable
	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	60	9587365	0.6
	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	47	9637462	0.5
	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	47	9488430	0.5
	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	53	9447846	0.6
	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	43	9390497	0.5
	"Lower third of oesophagus - Malignant neoplasms"	"C15.5"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	11	9488430	Unreliable
	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	196	10157924	1.9
	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	180	10211937	1.8
	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	200	10053779	2.0
	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	175	10005715	1.7
	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	185	9946279	1.9
	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	686	9587365	7.2
	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	690	9637462	7.2
	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	621	9488430	6.5
	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	642	9447846	6.8
	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	619	9390497	6.6
	"Cardia - Malignant neoplasms"	"C16.0"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	18	10157924	Unreliable
	"Cardia - Malignant neoplasms"	"C16.0"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	10	10211937	Unreliable
	"Cardia - Malignant neoplasms"	"C16.0"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	13	10053779	Unreliable
	"Cardia - Malignant neoplasms"	"C16.0"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	22	10005715	0.2
	"Cardia - Malignant neoplasms"	"C16.0"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	18	9946279	Unreliable
	"Cardia - Malignant neoplasms"	"C16.0"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	51	9587365	0.5
	"Cardia - Malignant neoplasms"	"C16.0"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	45	9637462	0.5
	"Cardia - Malignant neoplasms"	"C16.0"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	57	9488430	0.6
	"Cardia - Malignant neoplasms"	"C16.0"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	60	9447846	0.6
	"Cardia - Malignant neoplasms"	"C16.0"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	55	9390497	0.6
	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	292	10157924	2.9
	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	338	10211937	3.3
	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	313	10053779	3.1
	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	309	10005715	3.1
	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	282	9946279	2.8
	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	495	9587365	5.2
	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	411	9637462	4.3
	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	396	9488430	4.2
	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	426	9447846	4.5
	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	375	9390497	4.0
	"Duodenum - Malignant neoplasms"	"C17.0"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	28	10157924	0.3
	"Duodenum - Malignant neoplasms"	"C17.0"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	30	10211937	0.3
	"Duodenum - Malignant neoplasms"	"C17.0"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	21	10053779	0.2
	"Duodenum - Malignant neoplasms"	"C17.0"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	32	10005715	0.3
	"Duodenum - Malignant neoplasms"	"C17.0"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	17	9946279	Unreliable
	"Duodenum - Malignant neoplasms"	"C17.0"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	37	9587365	0.4
	"Duodenum - Malignant neoplasms"	"C17.0"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	36	9637462	0.4
	"Duodenum - Malignant neoplasms"	"C17.0"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	27	9488430	0.3
	"Duodenum - Malignant neoplasms"	"C17.0"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	35	9447846	0.4
	"Duodenum - Malignant neoplasms"	"C17.0"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	30	9390497	0.3
	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	17	10157924	Unreliable
	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	15	10211937	Unreliable
	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	12	10053779	Unreliable
	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	11	10005715	Unreliable
	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	14	9946279	Unreliable
	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	18	9587365	Unreliable
	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	21	9637462	0.2
	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	15	9488430	Unreliable
	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	17	9447846	Unreliable
	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	23	9390497	0.2
	"Caecum - Malignant neoplasms"	"C18.0"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	22	10157924	0.2
	"Caecum - Malignant neoplasms"	"C18.0"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	20	10211937	0.2
	"Caecum - Malignant neoplasms"	"C18.0"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	20	10053779	0.2
	"Caecum - Malignant neoplasms"	"C18.0"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	32	10005715	0.3
	"Caecum - Malignant neoplasms"	"C18.0"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	22	9946279	0.2
	"Caecum - Malignant neoplasms"	"C18.0"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	17	9637462	Unreliable
	"Caecum - Malignant neoplasms"	"C18.0"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	10	9488430	Unreliable
	"Caecum - Malignant neoplasms"	"C18.0"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	17	9447846	Unreliable
	"Caecum - Malignant neoplasms"	"C18.0"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	15	9390497	Unreliable
	"Appendix - Malignant neoplasms"	"C18.1"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	28	10157924	0.3
	"Appendix - Malignant neoplasms"	"C18.1"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	37	10211937	0.4
	"Appendix - Malignant neoplasms"	"C18.1"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	28	10053779	0.3
	"Appendix - Malignant neoplasms"	"C18.1"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	32	10005715	0.3
	"Appendix - Malignant neoplasms"	"C18.1"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	40	9946279	0.4
	"Appendix - Malignant neoplasms"	"C18.1"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	17	9587365	Unreliable
	"Appendix - Malignant neoplasms"	"C18.1"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	32	9637462	0.3
	"Appendix - Malignant neoplasms"	"C18.1"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	16	9488430	Unreliable
