"Notes"	"Cause of death"	"Cause of death Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"HIV disease resulting in other specified conditions"	"B23.8"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	83	9536193	0.9
	"HIV disease resulting in other specified conditions"	"B23.8"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	73	9581261	0.8
	"HIV disease resulting in other specified conditions"	"B23.8"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	74	9611513	0.8
	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	75	10033393	0.7
	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	50	10081044	0.5
	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	49	10114934	0.5
	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	51	10164966	0.5
	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	42	10184278	0.4
	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	119	9431804	1.3
	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	105	9489217	1.1
	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	81	9536193	0.8
	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	89	9581261	0.9
	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	59	9611513	0.6
	"Other viral infections of unspecified site"	"B34.8"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	12	10184278	Unreliable
	"Unspecified mycosis"	"B49"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	12	10033393	Unreliable
	"Unspecified mycosis"	"B49"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	15	10081044	Unreliable
	"Unspecified mycosis"	"B49"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	10	10114934	Unreliable
	"Unspecified mycosis"	"B49"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	18	10164966	Unreliable
	"Unspecified mycosis"	"B49"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	13	10184278	Unreliable
	"Unspecified mycosis"	"B49"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	14	9431804	Unreliable
	"Unspecified mycosis"	"B49"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	17	9489217	Unreliable
	"Unspecified mycosis"	"B49"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	10	9536193	Unreliable
	"Unspecified mycosis"	"B49"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	13	9581261	Unreliable
	"Pneumocystosis"	"B59"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	10	10033393	Unreliable
	"Pneumocystosis"	"B59"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	10	9581261	Unreliable
	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	17	10033393	Unreliable
	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	22	10081044	0.2
	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	23	10114934	0.2
	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	17	10164966	Unreliable
	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	21	10184278	0.2
	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	17	9431804	Unreliable
	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	12	9489217	Unreliable
	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	18	9536193	Unreliable
	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	14	9581261	Unreliable
	"Sequelae of other specified infectious and parasitic diseases"	"B94.8"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	19	9611513	Unreliable
	"Other and unspecified infectious diseases"	"B99"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	21	10033393	0.2
	"Other and unspecified infectious diseases"	"B99"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	16	10081044	Unreliable
	"Other and unspecified infectious diseases"	"B99"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	14	10114934	Unreliable
	"Other and unspecified infectious diseases"	"B99"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	12	10164966	Unreliable
	"Other and unspecified infectious diseases"	"B99"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	14	10184278	Unreliable
	"Other and unspecified infectious diseases"	"B99"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	11	9431804	Unreliable
	"Other and unspecified infectious diseases"	"B99"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	14	9489217	Unreliable
	"Other and unspecified infectious diseases"	"B99"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	12	9536193	Unreliable
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	33	10033393	0.3
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	36	10081044	0.4
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	39	10114934	0.4
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	30	10164966	0.3
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	37	10184278	0.4
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	72	9431804	0.8
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	72	9489217	0.8
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	69	9536193	0.7
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	54	9581261	0.6
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	76	9611513	0.8
	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	28	10033393	0.3
	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	18	10081044	Unreliable
	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	16	10114934	Unreliable
	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	17	10164966	Unreliable
	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	23	10184278	0.2
	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	25	9431804	0.3
	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	25	9489217	0.3
	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	36	9536193	0.4
	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	34	9581261	0.4
	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	35	9611513	0.4
	"Malignant neoplasm of parotid gland"	"C07"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	10	10033393	Unreliable
	"Malignant neoplasm of parotid gland"	"C07"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	14	10081044	Unreliable
	"Malignant neoplasm of parotid gland"	"C07"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	15	10114934	Unreliable
	"Malignant neoplasm of parotid gland"	"C07"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	10	10164966	Unreliable
	"Malignant neoplasm of parotid gland"	"C07"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	11	10184278	Unreliable
	"Malignant neoplasm of parotid gland"	"C07"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	19	9431804	Unreliable
	"Malignant neoplasm of parotid gland"	"C07"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	27	9489217	0.3
	"Malignant neoplasm of parotid gland"	"C07"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	20	9536193	0.2
	"Malignant neoplasm of parotid gland"	"C07"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	21	9581261	0.2
	"Malignant neoplasm of parotid gland"	"C07"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	26	9611513	0.3
	"Major salivary gland, unspecified - Malignant neoplasms"	"C08.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	10	10081044	Unreliable
	"Major salivary gland, unspecified - Malignant neoplasms"	"C08.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	13	9536193	Unreliable
	"Major salivary gland, unspecified - Malignant neoplasms"	"C08.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	11	9611513	Unreliable
	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	12	10164966	Unreliable
	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	21	9431804	0.2
	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	30	9489217	0.3
	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	37	9536193	0.4
	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	32	9581261	0.3
	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	36	9611513	0.4
	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	22	10033393	0.2
	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	22	10081044	0.2
	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	19	10114934	Unreliable
	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	15	10164966	Unreliable
	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	24	10184278	0.2
	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	43	9431804	0.5
	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	45	9489217	0.5
	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	52	9536193	0.5
	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	43	9581261	0.4
	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	48	9611513	0.5
	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	14	10033393	Unreliable
	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	13	10081044	Unreliable
	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	16	10114934	Unreliable
	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	15	10164966	Unreliable
	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	15	10184278	Unreliable
	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	36	9431804	0.4
	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	35	9489217	0.4
	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	31	9536193	0.3
	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	36	9581261	0.4
	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	40	9611513	0.4
	"Hypopharynx, unspecified - Malignant neoplasms"	"C13.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	12	9431804	Unreliable
	"Hypopharynx, unspecified - Malignant neoplasms"	"C13.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	18	9489217	Unreliable
	"Hypopharynx, unspecified - Malignant neoplasms"	"C13.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	17	9536193	Unreliable
	"Hypopharynx, unspecified - Malignant neoplasms"	"C13.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	18	9581261	Unreliable
	"Hypopharynx, unspecified - Malignant neoplasms"	"C13.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	18	9611513	Unreliable
	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	22	10033393	0.2
	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	23	10081044	0.2
	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	14	10114934	Unreliable
	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	14	10164966	Unreliable
	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	20	10184278	0.2
	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	62	9431804	0.7
	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	58	9489217	0.6
	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	64	9536193	0.7
	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	41	9581261	0.4
	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	56	9611513	0.6
	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	221	10033393	2.2
	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	195	10081044	1.9
	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	214	10114934	2.1
	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	193	10164966	1.9
	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	211	10184278	2.1
	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	675	9431804	7.2
	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	639	9489217	6.7
	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	675	9536193	7.1
	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	724	9581261	7.6
	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	618	9611513	6.4
	"Cardia - Malignant neoplasms"	"C16.0"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	13	10081044	Unreliable
	"Cardia - Malignant neoplasms"	"C16.0"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	11	10114934	Unreliable
	"Cardia - Malignant neoplasms"	"C16.0"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	39	9431804	0.4
	"Cardia - Malignant neoplasms"	"C16.0"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	25	9489217	0.3
	"Cardia - Malignant neoplasms"	"C16.0"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	30	9536193	0.3
	"Cardia - Malignant neoplasms"	"C16.0"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	49	9581261	0.5
	"Cardia - Malignant neoplasms"	"C16.0"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	48	9611513	0.5
	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	342	10033393	3.4
	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	362	10081044	3.6
	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	335	10114934	3.3
	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	349	10164966	3.4
	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	322	10184278	3.2
	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	438	9431804	4.6
	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	476	9489217	5.0
	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	496	9536193	5.2
	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	493	9581261	5.1
	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	409	9611513	4.3
	"Duodenum - Malignant neoplasms"	"C17.0"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	24	10033393	0.2
	"Duodenum - Malignant neoplasms"	"C17.0"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	28	10081044	0.3
	"Duodenum - Malignant neoplasms"	"C17.0"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	27	10114934	0.3
	"Duodenum - Malignant neoplasms"	"C17.0"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	24	10164966	0.2
	"Duodenum - Malignant neoplasms"	"C17.0"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	27	10184278	0.3
	"Duodenum - Malignant neoplasms"	"C17.0"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	34	9431804	0.4
	"Duodenum - Malignant neoplasms"	"C17.0"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	20	9489217	0.2
	"Duodenum - Malignant neoplasms"	"C17.0"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	23	9536193	0.2
	"Duodenum - Malignant neoplasms"	"C17.0"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	28	9581261	0.3
	"Duodenum - Malignant neoplasms"	"C17.0"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	25	9611513	0.3
	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	17	10033393	Unreliable
	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	12	10081044	Unreliable
	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	14	10114934	Unreliable
	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	15	10164966	Unreliable
	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	11	10184278	Unreliable
	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	13	9489217	Unreliable
	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	10	9536193	Unreliable
	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	13	9581261	Unreliable
	"Small intestine, unspecified - Malignant neoplasms"	"C17.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	16	9611513	Unreliable
	"Caecum - Malignant neoplasms"	"C18.0"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	13	10081044	Unreliable
	"Caecum - Malignant neoplasms"	"C18.0"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	18	10114934	Unreliable
	"Caecum - Malignant neoplasms"	"C18.0"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	11	10164966	Unreliable
	"Caecum - Malignant neoplasms"	"C18.0"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	10	9581261	Unreliable
	"Caecum - Malignant neoplasms"	"C18.0"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	11	9611513	Unreliable
	"Appendix - Malignant neoplasms"	"C18.1"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	25	10033393	0.2
	"Appendix - Malignant neoplasms"	"C18.1"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	26	10081044	0.3
	"Appendix - Malignant neoplasms"	"C18.1"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	25	10114934	0.2
	"Appendix - Malignant neoplasms"	"C18.1"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	29	10164966	0.3
	"Appendix - Malignant neoplasms"	"C18.1"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	41	10184278	0.4
	"Appendix - Malignant neoplasms"	"C18.1"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	16	9431804	Unreliable
	"Appendix - Malignant neoplasms"	"C18.1"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	27	9489217	0.3
	"Appendix - Malignant neoplasms"	"C18.1"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	16	9536193	Unreliable
	"Appendix - Malignant neoplasms"	"C18.1"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	18	9581261	Unreliable
