"Notes"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Other tuberculosis of nervous system"	"A17.8"	"2011"	"2011"	7	311591917	Unreliable
	"Other tuberculosis of nervous system"	"A17.8"	"2012"	"2012"	3	313914040	Unreliable
	"Other tuberculosis of nervous system"	"A17.8"	"2013"	"2013"	5	316128839	Unreliable
	"Other tuberculosis of nervous system"	"A17.8"	"2014"	"2014"	2	318857056	Unreliable
	"Other tuberculosis of nervous system"	"A17.8"	"2015"	"2015"	2	321418820	Unreliable
	"Other tuberculosis of nervous system"	"A17.8"	"2016"	"2016"	4	323127513	Unreliable
	"Other tuberculosis of nervous system"	"A17.8"	"2017"	"2017"	3	325719178	Unreliable
	"Other tuberculosis of nervous system"	"A17.8"	"2018"	"2018"	3	327167434	Unreliable
	"Other tuberculosis of nervous system"	"A17.8"	"2019"	"2019"	3	328239523	Unreliable
	"Tuberculosis of nervous system, unspecified"	"A17.9"	"2014"	"2014"	2	318857056	Unreliable
	"Tuberculosis of nervous system, unspecified"	"A17.9"	"2018"	"2018"	2	327167434	Unreliable
	"Tuberculosis of nervous system, unspecified"	"A17.9"	"2019"	"2019"	1	328239523	Unreliable
	"Tuberculosis of bones and joints"	"A18.0"	"2011"	"2011"	72	311591917	0.0
	"Tuberculosis of bones and joints"	"A18.0"	"2012"	"2012"	81	313914040	0.0
	"Tuberculosis of bones and joints"	"A18.0"	"2013"	"2013"	96	316128839	0.0
	"Tuberculosis of bones and joints"	"A18.0"	"2014"	"2014"	100	318857056	0.0
	"Tuberculosis of bones and joints"	"A18.0"	"2015"	"2015"	90	321418820	0.0
	"Tuberculosis of bones and joints"	"A18.0"	"2016"	"2016"	84	323127513	0.0
	"Tuberculosis of bones and joints"	"A18.0"	"2017"	"2017"	112	325719178	0.0
	"Tuberculosis of bones and joints"	"A18.0"	"2018"	"2018"	122	327167434	0.0
	"Tuberculosis of bones and joints"	"A18.0"	"2019"	"2019"	120	328239523	0.0
	"Tuberculosis of bones and joints"	"A18.0"	"2020 "	"2020"	122	329484123	0.0
	"Tuberculosis of genitourinary system"	"A18.1"	"2011"	"2011"	2	311591917	Unreliable
	"Tuberculosis of genitourinary system"	"A18.1"	"2013"	"2013"	1	316128839	Unreliable
	"Tuberculosis of genitourinary system"	"A18.1"	"2014"	"2014"	1	318857056	Unreliable
	"Tuberculosis of genitourinary system"	"A18.1"	"2017"	"2017"	1	325719178	Unreliable
	"Tuberculosis of genitourinary system"	"A18.1"	"2018"	"2018"	2	327167434	Unreliable
	"Tuberculosis of genitourinary system"	"A18.1"	"2020 "	"2020"	1	329484123	Unreliable
	"Tuberculous peripheral lymphadenopathy"	"A18.2"	"2018"	"2018"	2	327167434	Unreliable
	"Tuberculous peripheral lymphadenopathy"	"A18.2"	"2019"	"2019"	1	328239523	Unreliable
	"Tuberculous peripheral lymphadenopathy"	"A18.2"	"2020 "	"2020"	2	329484123	Unreliable
	"Tuberculosis of intestines, peritoneum and mesenteric glands"	"A18.3"	"2011"	"2011"	4	311591917	Unreliable
	"Tuberculosis of intestines, peritoneum and mesenteric glands"	"A18.3"	"2012"	"2012"	10	313914040	Unreliable
	"Tuberculosis of intestines, peritoneum and mesenteric glands"	"A18.3"	"2013"	"2013"	2	316128839	Unreliable
	"Tuberculosis of intestines, peritoneum and mesenteric glands"	"A18.3"	"2014"	"2014"	4	318857056	Unreliable
	"Tuberculosis of intestines, peritoneum and mesenteric glands"	"A18.3"	"2015"	"2015"	1	321418820	Unreliable
	"Tuberculosis of intestines, peritoneum and mesenteric glands"	"A18.3"	"2016"	"2016"	1	323127513	Unreliable
	"Tuberculosis of intestines, peritoneum and mesenteric glands"	"A18.3"	"2017"	"2017"	2	325719178	Unreliable
	"Tuberculosis of intestines, peritoneum and mesenteric glands"	"A18.3"	"2018"	"2018"	10	327167434	Unreliable
	"Tuberculosis of intestines, peritoneum and mesenteric glands"	"A18.3"	"2019"	"2019"	9	328239523	Unreliable
	"Tuberculosis of intestines, peritoneum and mesenteric glands"	"A18.3"	"2020 "	"2020"	4	329484123	Unreliable
	"Tuberculosis of eye"	"A18.5"	"2018"	"2018"	1	327167434	Unreliable
	"Tuberculosis of adrenal glands"	"A18.7"	"2011"	"2011"	1	311591917	Unreliable
	"Tuberculosis of adrenal glands"	"A18.7"	"2013"	"2013"	1	316128839	Unreliable
	"Tuberculosis of adrenal glands"	"A18.7"	"2017"	"2017"	1	325719178	Unreliable
	"Tuberculosis of other specified organs"	"A18.8"	"2011"	"2011"	4	311591917	Unreliable
	"Tuberculosis of other specified organs"	"A18.8"	"2012"	"2012"	1	313914040	Unreliable
	"Tuberculosis of other specified organs"	"A18.8"	"2013"	"2013"	3	316128839	Unreliable
	"Tuberculosis of other specified organs"	"A18.8"	"2014"	"2014"	6	318857056	Unreliable
	"Tuberculosis of other specified organs"	"A18.8"	"2015"	"2015"	2	321418820	Unreliable
	"Tuberculosis of other specified organs"	"A18.8"	"2016"	"2016"	1	323127513	Unreliable
	"Tuberculosis of other specified organs"	"A18.8"	"2017"	"2017"	4	325719178	Unreliable
	"Tuberculosis of other specified organs"	"A18.8"	"2018"	"2018"	2	327167434	Unreliable
	"Tuberculosis of other specified organs"	"A18.8"	"2019"	"2019"	4	328239523	Unreliable
	"Acute miliary tuberculosis of a single specified site"	"A19.0"	"2017"	"2017"	1	325719178	Unreliable
	"Acute miliary tuberculosis, unspecified"	"A19.2"	"2013"	"2013"	1	316128839	Unreliable
	"Acute miliary tuberculosis, unspecified"	"A19.2"	"2018"	"2018"	1	327167434	Unreliable
	"Acute miliary tuberculosis, unspecified"	"A19.2"	"2020 "	"2020"	1	329484123	Unreliable
	"Other miliary tuberculosis"	"A19.8"	"2017"	"2017"	1	325719178	Unreliable
	"Other miliary tuberculosis"	"A19.8"	"2019"	"2019"	1	328239523	Unreliable
	"Miliary tuberculosis, unspecified"	"A19.9"	"2011"	"2011"	43	311591917	0.0
	"Miliary tuberculosis, unspecified"	"A19.9"	"2012"	"2012"	31	313914040	0.0
	"Miliary tuberculosis, unspecified"	"A19.9"	"2013"	"2013"	30	316128839	0.0
	"Miliary tuberculosis, unspecified"	"A19.9"	"2014"	"2014"	29	318857056	0.0
	"Miliary tuberculosis, unspecified"	"A19.9"	"2015"	"2015"	28	321418820	0.0
	"Miliary tuberculosis, unspecified"	"A19.9"	"2016"	"2016"	46	323127513	0.0
	"Miliary tuberculosis, unspecified"	"A19.9"	"2017"	"2017"	34	325719178	0.0
	"Miliary tuberculosis, unspecified"	"A19.9"	"2018"	"2018"	35	327167434	0.0
	"Miliary tuberculosis, unspecified"	"A19.9"	"2019"	"2019"	35	328239523	0.0
	"Miliary tuberculosis, unspecified"	"A19.9"	"2020 "	"2020"	48	329484123	0.0
	"Septicaemic plague"	"A20.7"	"2015"	"2015"	1	321418820	Unreliable
	"Septicaemic plague"	"A20.7"	"2017"	"2017"	1	325719178	Unreliable
	"Septicaemic plague"	"A20.7"	"2018"	"2018"	1	327167434	Unreliable
	"Septicaemic plague"	"A20.7"	"2019"	"2019"	2	328239523	Unreliable
	"Septicaemic plague"	"A20.7"	"2020 "	"2020"	1	329484123	Unreliable
	"Pulmonary tularaemia"	"A21.2"	"2015"	"2015"	1	321418820	Unreliable
	"Generalized tularaemia"	"A21.7"	"2013"	"2013"	2	316128839	Unreliable
	"Generalized tularaemia"	"A21.7"	"2019"	"2019"	1	328239523	Unreliable
	"Generalized tularaemia"	"A21.7"	"2020 "	"2020"	1	329484123	Unreliable
	"Tularaemia, unspecified"	"A21.9"	"2014"	"2014"	1	318857056	Unreliable
	"Tularaemia, unspecified"	"A21.9"	"2015"	"2015"	1	321418820	Unreliable
	"Tularaemia, unspecified"	"A21.9"	"2016"	"2016"	1	323127513	Unreliable
	"Tularaemia, unspecified"	"A21.9"	"2019"	"2019"	2	328239523	Unreliable
	"Tularaemia, unspecified"	"A21.9"	"2020 "	"2020"	1	329484123	Unreliable
	"Brucellosis due to Brucella melitensis"	"A23.0"	"2011"	"2011"	1	311591917	Unreliable
	"Brucellosis due to Brucella melitensis"	"A23.0"	"2016"	"2016"	1	323127513	Unreliable
	"Brucellosis, unspecified"	"A23.9"	"2013"	"2013"	1	316128839	Unreliable
	"Brucellosis, unspecified"	"A23.9"	"2015"	"2015"	1	321418820	Unreliable
	"Brucellosis, unspecified"	"A23.9"	"2019"	"2019"	1	328239523	Unreliable
	"Brucellosis, unspecified"	"A23.9"	"2020 "	"2020"	2	329484123	Unreliable
	"Subacute and chronic melioidosis"	"A24.2"	"2013"	"2013"	1	316128839	Unreliable
	"Melioidosis, unspecified"	"A24.4"	"2019"	"2019"	1	328239523	Unreliable
	"Melioidosis, unspecified"	"A24.4"	"2020 "	"2020"	1	329484123	Unreliable
	"Streptobacillosis"	"A25.1"	"2013"	"2013"	1	316128839	Unreliable
	"Streptobacillosis"	"A25.1"	"2015"	"2015"	1	321418820	Unreliable
	"Streptobacillosis"	"A25.1"	"2019"	"2019"	1	328239523	Unreliable
	"Erysipelothrix septicaemia"	"A26.7"	"2017"	"2017"	2	325719178	Unreliable
	"Erysipeloid, unspecified"	"A26.9"	"2017"	"2017"	5	325719178	Unreliable
	"Erysipeloid, unspecified"	"A26.9"	"2018"	"2018"	3	327167434	Unreliable
	"Erysipeloid, unspecified"	"A26.9"	"2019"	"2019"	3	328239523	Unreliable
	"Leptospirosis icterohaemorrhagica"	"A27.0"	"2017"	"2017"	1	325719178	Unreliable
	"Leptospirosis, unspecified"	"A27.9"	"2012"	"2012"	1	313914040	Unreliable
	"Leptospirosis, unspecified"	"A27.9"	"2013"	"2013"	2	316128839	Unreliable
	"Leptospirosis, unspecified"	"A27.9"	"2016"	"2016"	1	323127513	Unreliable
	"Leptospirosis, unspecified"	"A27.9"	"2017"	"2017"	1	325719178	Unreliable
	"Leptospirosis, unspecified"	"A27.9"	"2019"	"2019"	1	328239523	Unreliable
	"Leptospirosis, unspecified"	"A27.9"	"2020 "	"2020"	2	329484123	Unreliable
	"Pasteurellosis"	"A28.0"	"2011"	"2011"	15	311591917	Unreliable
	"Pasteurellosis"	"A28.0"	"2012"	"2012"	21	313914040	0.0
	"Pasteurellosis"	"A28.0"	"2013"	"2013"	20	316128839	0.0
	"Pasteurellosis"	"A28.0"	"2014"	"2014"	22	318857056	0.0
	"Pasteurellosis"	"A28.0"	"2015"	"2015"	24	321418820	0.0
	"Pasteurellosis"	"A28.0"	"2016"	"2016"	23	323127513	0.0
	"Pasteurellosis"	"A28.0"	"2017"	"2017"	33	325719178	0.0
	"Pasteurellosis"	"A28.0"	"2018"	"2018"	23	327167434	0.0
	"Pasteurellosis"	"A28.0"	"2019"	"2019"	28	328239523	0.0
	"Pasteurellosis"	"A28.0"	"2020 "	"2020"	42	329484123	0.0
	"Cat-scratch disease"	"A28.1"	"2013"	"2013"	1	316128839	Unreliable
	"Other specified zoonotic bacterial diseases, not elsewhere classified"	"A28.8"	"2011"	"2011"	4	311591917	Unreliable
	"Other specified zoonotic bacterial diseases, not elsewhere classified"	"A28.8"	"2012"	"2012"	2	313914040	Unreliable
	"Other specified zoonotic bacterial diseases, not elsewhere classified"	"A28.8"	"2013"	"2013"	4	316128839	Unreliable
	"Other specified zoonotic bacterial diseases, not elsewhere classified"	"A28.8"	"2015"	"2015"	1	321418820	Unreliable
	"Other specified zoonotic bacterial diseases, not elsewhere classified"	"A28.8"	"2018"	"2018"	1	327167434	Unreliable
	"Other specified zoonotic bacterial diseases, not elsewhere classified"	"A28.8"	"2019"	"2019"	1	328239523	Unreliable
	"Other specified zoonotic bacterial diseases, not elsewhere classified"	"A28.8"	"2020 "	"2020"	4	329484123	Unreliable
	"Lepromatous leprosy"	"A30.5"	"2020 "	"2020"	1	329484123	Unreliable
	"Leprosy, unspecified"	"A30.9"	"2011"	"2011"	1	311591917	Unreliable
	"Leprosy, unspecified"	"A30.9"	"2017"	"2017"	1	325719178	Unreliable
	"Leprosy, unspecified"	"A30.9"	"2018"	"2018"	2	327167434	Unreliable
	"Pulmonary mycobacterial infection"	"A31.0"	"2011"	"2011"	222	311591917	0.1
	"Pulmonary mycobacterial infection"	"A31.0"	"2012"	"2012"	257	313914040	0.1
	"Pulmonary mycobacterial infection"	"A31.0"	"2013"	"2013"	275	316128839	0.1
	"Pulmonary mycobacterial infection"	"A31.0"	"2014"	"2014"	318	318857056	0.1
	"Pulmonary mycobacterial infection"	"A31.0"	"2015"	"2015"	294	321418820	0.1
	"Pulmonary mycobacterial infection"	"A31.0"	"2016"	"2016"	284	323127513	0.1
	"Pulmonary mycobacterial infection"	"A31.0"	"2017"	"2017"	299	325719178	0.1
	"Pulmonary mycobacterial infection"	"A31.0"	"2018"	"2018"	285	327167434	0.1
	"Pulmonary mycobacterial infection"	"A31.0"	"2019"	"2019"	301	328239523	0.1
	"Pulmonary mycobacterial infection"	"A31.0"	"2020 "	"2020"	323	329484123	0.1
	"Cutaneous mycobacterial infection"	"A31.1"	"2019"	"2019"	1	328239523	Unreliable
	"Other mycobacterial infections"	"A31.8"	"2011"	"2011"	7	311591917	Unreliable
	"Other mycobacterial infections"	"A31.8"	"2012"	"2012"	4	313914040	Unreliable
	"Other mycobacterial infections"	"A31.8"	"2013"	"2013"	3	316128839	Unreliable
	"Other mycobacterial infections"	"A31.8"	"2014"	"2014"	4	318857056	Unreliable
	"Other mycobacterial infections"	"A31.8"	"2015"	"2015"	6	321418820	Unreliable
	"Other mycobacterial infections"	"A31.8"	"2016"	"2016"	9	323127513	Unreliable
	"Other mycobacterial infections"	"A31.8"	"2017"	"2017"	3	325719178	Unreliable
	"Other mycobacterial infections"	"A31.8"	"2018"	"2018"	3	327167434	Unreliable
	"Other mycobacterial infections"	"A31.8"	"2019"	"2019"	1	328239523	Unreliable
	"Other mycobacterial infections"	"A31.8"	"2020 "	"2020"	3	329484123	Unreliable
	"Mycobacterial infection, unspecified"	"A31.9"	"2011"	"2011"	31	311591917	0.0
	"Mycobacterial infection, unspecified"	"A31.9"	"2012"	"2012"	51	313914040	0.0
	"Mycobacterial infection, unspecified"	"A31.9"	"2013"	"2013"	53	316128839	0.0
	"Mycobacterial infection, unspecified"	"A31.9"	"2014"	"2014"	49	318857056	0.0
	"Mycobacterial infection, unspecified"	"A31.9"	"2015"	"2015"	53	321418820	0.0
	"Mycobacterial infection, unspecified"	"A31.9"	"2016"	"2016"	55	323127513	0.0
	"Mycobacterial infection, unspecified"	"A31.9"	"2017"	"2017"	61	325719178	0.0
	"Mycobacterial infection, unspecified"	"A31.9"	"2018"	"2018"	69	327167434	0.0
	"Mycobacterial infection, unspecified"	"A31.9"	"2019"	"2019"	75	328239523	0.0
	"Mycobacterial infection, unspecified"	"A31.9"	"2020 "	"2020"	69	329484123	0.0
	"Listerial meningitis and meningoencephalitis"	"A32.1"	"2011"	"2011"	21	311591917	0.0
	"Listerial meningitis and meningoencephalitis"	"A32.1"	"2012"	"2012"	25	313914040	0.0
	"Listerial meningitis and meningoencephalitis"	"A32.1"	"2013"	"2013"	16	316128839	Unreliable
	"Listerial meningitis and meningoencephalitis"	"A32.1"	"2014"	"2014"	15	318857056	Unreliable
	"Listerial meningitis and meningoencephalitis"	"A32.1"	"2015"	"2015"	18	321418820	Unreliable
	"Listerial meningitis and meningoencephalitis"	"A32.1"	"2016"	"2016"	24	323127513	0.0
	"Listerial meningitis and meningoencephalitis"	"A32.1"	"2017"	"2017"	13	325719178	Unreliable
	"Listerial meningitis and meningoencephalitis"	"A32.1"	"2018"	"2018"	11	327167434	Unreliable
	"Listerial meningitis and meningoencephalitis"	"A32.1"	"2019"	"2019"	27	328239523	0.0
	"Listerial meningitis and meningoencephalitis"	"A32.1"	"2020 "	"2020"	24	329484123	0.0
	"Listerial septicaemia"	"A32.7"	"2011"	"2011"	22	311591917	0.0
	"Listerial septicaemia"	"A32.7"	"2012"	"2012"	10	313914040	Unreliable
	"Listerial septicaemia"	"A32.7"	"2013"	"2013"	10	316128839	Unreliable
	"Listerial septicaemia"	"A32.7"	"2014"	"2014"	14	318857056	Unreliable
	"Listerial septicaemia"	"A32.7"	"2015"	"2015"	10	321418820	Unreliable
	"Listerial septicaemia"	"A32.7"	"2016"	"2016"	13	323127513	Unreliable
	"Listerial septicaemia"	"A32.7"	"2017"	"2017"	18	325719178	Unreliable
	"Listerial septicaemia"	"A32.7"	"2018"	"2018"	16	327167434	Unreliable
	"Listerial septicaemia"	"A32.7"	"2019"	"2019"	10	328239523	Unreliable
	"Listerial septicaemia"	"A32.7"	"2020 "	"2020"	15	329484123	Unreliable
	"Other forms of listeriosis"	"A32.8"	"2012"	"2012"	1	313914040	Unreliable
	"Other forms of listeriosis"	"A32.8"	"2013"	"2013"	2	316128839	Unreliable
	"Other forms of listeriosis"	"A32.8"	"2015"	"2015"	2	321418820	Unreliable
	"Other forms of listeriosis"	"A32.8"	"2016"	"2016"	1	323127513	Unreliable
	"Other forms of listeriosis"	"A32.8"	"2017"	"2017"	1	325719178	Unreliable
	"Other forms of listeriosis"	"A32.8"	"2018"	"2018"	3	327167434	Unreliable
	"Other forms of listeriosis"	"A32.8"	"2019"	"2019"	1	328239523	Unreliable
	"Other forms of listeriosis"	"A32.8"	"2020 "	"2020"	3	329484123	Unreliable
	"Listeriosis, unspecified"	"A32.9"	"2011"	"2011"	8	311591917	Unreliable
	"Listeriosis, unspecified"	"A32.9"	"2012"	"2012"	8	313914040	Unreliable
	"Listeriosis, unspecified"	"A32.9"	"2013"	"2013"	3	316128839	Unreliable
	"Listeriosis, unspecified"	"A32.9"	"2014"	"2014"	4	318857056	Unreliable
	"Listeriosis, unspecified"	"A32.9"	"2015"	"2015"	6	321418820	Unreliable
	"Listeriosis, unspecified"	"A32.9"	"2016"	"2016"	5	323127513	Unreliable
	"Listeriosis, unspecified"	"A32.9"	"2017"	"2017"	5	325719178	Unreliable
	"Listeriosis, unspecified"	"A32.9"	"2018"	"2018"	8	327167434	Unreliable
	"Listeriosis, unspecified"	"A32.9"	"2019"	"2019"	11	328239523	Unreliable
	"Listeriosis, unspecified"	"A32.9"	"2020 "	"2020"	9	329484123	Unreliable
	"Other tetanus"	"A35"	"2011"	"2011"	6	311591917	Unreliable
	"Other tetanus"	"A35"	"2012"	"2012"	4	313914040	Unreliable
	"Other tetanus"	"A35"	"2013"	"2013"	3	316128839	Unreliable
	"Other tetanus"	"A35"	"2014"	"2014"	1	318857056	Unreliable
	"Other tetanus"	"A35"	"2015"	"2015"	3	321418820	Unreliable
	"Other tetanus"	"A35"	"2016"	"2016"	2	323127513	Unreliable
	"Other tetanus"	"A35"	"2017"	"2017"	1	325719178	Unreliable
	"Other tetanus"	"A35"	"2018"	"2018"	1	327167434	Unreliable
	"Other tetanus"	"A35"	"2019"	"2019"	2	328239523	Unreliable
	"Other tetanus"	"A35"	"2020 "	"2020"	1	329484123	Unreliable
	"Diphtheria, unspecified"	"A36.9"	"2018"	"2018"	1	327167434	Unreliable
	"Whooping cough due to Bordetella pertussis"	"A37.0"	"2011"	"2011"	1	311591917	Unreliable
	"Whooping cough due to Bordetella pertussis"	"A37.0"	"2012"	"2012"	4	313914040	Unreliable
	"Whooping cough due to Bordetella pertussis"	"A37.0"	"2013"	"2013"	2	316128839	Unreliable
	"Whooping cough due to Bordetella pertussis"	"A37.0"	"2014"	"2014"	7	318857056	Unreliable
	"Whooping cough due to Bordetella pertussis"	"A37.0"	"2015"	"2015"	1	321418820	Unreliable
	"Whooping cough due to Bordetella pertussis"	"A37.0"	"2016"	"2016"	2	323127513	Unreliable
	"Whooping cough due to Bordetella pertussis"	"A37.0"	"2017"	"2017"	3	325719178	Unreliable
	"Whooping cough due to Bordetella pertussis"	"A37.0"	"2018"	"2018"	2	327167434	Unreliable
	"Whooping cough due to Bordetella pertussis"	"A37.0"	"2019"	"2019"	2	328239523	Unreliable
	"Whooping cough due to Bordetella pertussis"	"A37.0"	"2020 "	"2020"	3	329484123	Unreliable
	"Whooping cough due to Bordetella parapertussis"	"A37.1"	"2019"	"2019"	1	328239523	Unreliable
	"Whooping cough due to other Bordetella species"	"A37.8"	"2017"	"2017"	1	325719178	Unreliable
	"Whooping cough due to other Bordetella species"	"A37.8"	"2018"	"2018"	1	327167434	Unreliable
	"Whooping cough, unspecified"	"A37.9"	"2011"	"2011"	6	311591917	Unreliable
	"Whooping cough, unspecified"	"A37.9"	"2012"	"2012"	13	313914040	Unreliable
	"Whooping cough, unspecified"	"A37.9"	"2013"	"2013"	10	316128839	Unreliable
	"Whooping cough, unspecified"	"A37.9"	"2014"	"2014"	7	318857056	Unreliable
	"Whooping cough, unspecified"	"A37.9"	"2015"	"2015"	6	321418820	Unreliable
	"Whooping cough, unspecified"	"A37.9"	"2016"	"2016"	9	323127513	Unreliable
	"Whooping cough, unspecified"	"A37.9"	"2017"	"2017"	5	325719178	Unreliable
	"Whooping cough, unspecified"	"A37.9"	"2018"	"2018"	6	327167434	Unreliable
	"Whooping cough, unspecified"	"A37.9"	"2019"	"2019"	7	328239523	Unreliable
	"Whooping cough, unspecified"	"A37.9"	"2020 "	"2020"	2	329484123	Unreliable
	"Scarlet fever"	"A38"	"2011"	"2011"	1	311591917	Unreliable
	"Scarlet fever"	"A38"	"2012"	"2012"	2	313914040	Unreliable
	"Scarlet fever"	"A38"	"2016"	"2016"	1	323127513	Unreliable
	"Scarlet fever"	"A38"	"2020 "	"2020"	2	329484123	Unreliable
	"Meningococcal meningitis"	"A39.0"	"2011"	"2011"	26	311591917	0.0
	"Meningococcal meningitis"	"A39.0"	"2012"	"2012"	11	313914040	Unreliable
	"Meningococcal meningitis"	"A39.0"	"2013"	"2013"	9	316128839	Unreliable
